┼进制	十进制
尽人事听天命	尽人事，听天命
近於	近于
近在飓尺	近在咫尺
近朱者赤近墨者黑	近朱者赤，近墨者黑
进迟两难之境	进退两难之境
进道若踡	进道若蜷
进德脩业	进德修业
进口商装	进口商品
进身之阶	晋身之阶
进思尽忠退思补过	进思尽忠，退思补过
侭多侭少	尽多尽少
搢绅	缙绅
禁暴珠乱	禁暴诛乱
禁若寒蝉	噤若寒蝉
噤口捲舌	噤口卷舌
京儿味	京味儿
京泸	京沪
经常帐户	经常账户
经付	经传
经济成份	经济成分
经济人	经纪人
经情直遂	径情直遂
经纬分明	泾渭分明
经一事长一智	经一事，长一智
经已习惯	已经习惯
经营惨澹	经营惨淡
惊风四症八侯	惊风四症八候
惊荒失措	惊惶失措
惊慌失错	惊惶失措
惊惶	惊慌
惊惶不安	惊慌不安
惊惶失措	惊慌失措
惊惶失色	惊慌失色
惊惶万状	惊慌万状
惊惶无措	惊慌无措
惊觉到	警觉到
惊心悼胆	惊心掉胆
惊心眩目	惊心炫目
菁华	精华
菁英	精英
兢竞业业	兢兢业业
精采	精彩
精采的	精彩的
精采绝伦	精彩绝伦
精采文章	精彩文章
精采文字	精彩文字
精采秀发	精彩秀发
精采演出	精彩演出
精采演讲	精彩演讲
精诚所加金石为开	精诚所至，金石为开
精诚所至金石为开	精诚所至，金石为开
精萃	精粹
精典	经典
精减	精简
精减机构	精简机构
精明能幹	精明能干
精明强幹	精明强干
精疲力尽	精疲力竭
精疲力尽地	精疲力竭地
精神涣发	精神焕发
精神焕散	精神涣散
精神恍忽	精神恍惚
精神攫铄	精神矍铄
精神委靡	精神萎靡
精神萎顿	精神委顿
井底虾蟆	井底蛤蟆
井岗山	井冈山
景冈山	景岗山
景宁余族自治县	景宁畲族自治县
景物蒙眬	景物朦胧
景像	景象
警房	警方
警省	警醒
警心涤滤	斋心涤虑
迳寄	径寄
迳庭	径庭
迳行	径行
迳自	径自
胫大於股	胫大于股
痉孪	痉挛
竞把	竟把
竞被	竟被
竞成	竟成
竞达	竟达
竞对	竟对
竞敢	竟敢
竞会	竟会
竞将	竟将
竞竞业业	兢兢业业
竞连	竟连
竞能	竟能
竞然	竟然
竞然会	竟然会
竞然是	竟然是
竞然有	竟然有
竞是	竟是
竞为	竟为
竞要	竟要
竞也	竟也
竞有	竟有
竞在	竟在
竞至	竟至
竞自	竟自
竞自离去	竟自离去
竟标	竞标
竟技场	竞技场
竟赛	竞赛
竟争	竞争
敬老慈穉	敬老慈稚
敬事後食	敬事后食
境象	镜像
境像	景象
静侯	静候
静磨擦	静摩擦
静如处女动如脱兔	静如处女，动如脱兔
镜象	镜像
纠集凤池	鸠集凤池
纠纠	赳赳
纠纠武夫	赳赳武夫
究竞	究竟
究竞是	究竟是
究竞是谁	究竟是谁
究竞有	究竟有
究竞在	究竟在
究竞怎样	究竟怎样
鸠合	纠合
鸠集	纠集
鸠占雀巢	鸠占鹊巢
鸠佔鹊巢	鸠占鹊巢
赳纠武夫	赳赳武夫
九炼成钢	久炼成钢
九五至尊	九五之尊
九宵	九霄
九宵云外	九霄云外
九族文化村	民族文化村
久病必瘀	久病必淤
久经不衰	经久不衰
久经不息	经久不息
灸烤	炙烤
灸热	炙热
灸手可热	炙手可热
酒巴	酒吧
酒巴间	酒吧间
酒后茶馀	酒后茶余
酒後茶馀	酒后茶余
酒食徵逐	酒食征逐
酒甕饭囊	酒瓮饭囊
酒馀茶后	酒余茶后
酒馀茶後	酒余茶后
酒中渗水	酒中掺水
酒钟	酒盅
旧的不去新的不来	旧的不去，新的不来
旧恨新仇	旧恨新愁
旧帐	旧账
救正偏颇	纠正偏颇
就象	就像
就象后来	就像后来
就象外面	就像外面
就序	就绪
就坐	就座
居民身分证	居民身份证
居为己有	据为己有
鞠躬尽悴	鞠躬尽瘁
鞠躬尽萃	鞠躬尽瘁
鞠躬尽瘁死而后已	鞠躬尽瘁，死而后已
鞠躬尽粹	鞠躬尽瘁
局蹐	跼蹐
局蹐不安	跼蹐不安
侷促	局促
桔红色	橘红色
桔黄	橘黄
桔黄色	橘黄色
桔黄色的	橘黄色的
桔树	橘树
桔子水	橘子水
桔子汁	橘子汁
跼促	局促
跼促不安	局促不安
跼地籥天	跼地龠天
咀快心直	嘴快心直
咀直心快	嘴直心快
咀咒	诅咒
沮击	狙击
举步为艰	举步维艰
举如鸿毛取如拾遗	举如鸿毛，取如拾遗
举丧	沮丧
举世振惊	举世震惊
举世注目	举世瞩目
举头望明月低头思故乡	举头望明月，低头思故乡
举行晏会	举行宴会
举一返三	举一反三
举止安祥	举止安详
句式杂揉	句式杂糅
具奸	巨奸
钜大	巨大
钜额	巨额
钜款	巨款
钜人长德	巨人长德
钜学鸿生	巨学鸿生
俱奸	巨奸
倨促	局促
倨屈聱牙	佶屈聱牙
剧烈磨擦	剧烈摩擦
聚乙稀	聚乙烯
聚蚁成雷	聚蚊成雷
踞傲	倨傲
踞傲自大	倨傲自大
捐驱	捐躯
捐身徇义	捐身殉义
涓涓不壅终为江河	涓涓不壅，终为江河
镌永	隽永
卷入漩涡	卷入旋涡
卷上重来	卷土重来
卷士重来	卷土重来
倦恋	眷恋
倦眼朦胧	倦眼蒙眬
倦眼矇眬	倦眼蒙眬
噘着小嘴	撅着小嘴
噘嘴	撅嘴
撧耳顿足	撅耳顿足
撧耳挠腮	撅耳挠腮
撧耳揉腮	撅耳揉腮
决别	诀别
决对	绝对
决对服从	绝对服从
决了食言	决不食言
决无仅有	绝无仅有
决择	抉择
决溃痈	决痪溃痈
抉瑕摘釁	抉瑕摘衅
绝代隹人	绝代佳人
绝对秩	绝对值
绝後光前	绝后光前
绝後空前	绝后空前
绝妙好词	绝妙好辞
绝隹	绝佳
绝着	绝招
崛强	倔强
掘强	倔强
嚼齶搥床	嚼腭捶床
攫铄	矍铄
军地两用人材	军地两用人才
军纪松驰	军纪松弛
军事部暑	军事部署
军事训炼	军事训练
君子一言快马一鞭	君子一言，快马一鞭
君子一言驷马难追	君子一言，驷马难追
麕集蜂萃	麇集蜂萃
峻工	竣工
峻宇彫墙	峻宇雕墙
濬县	浚县
卡搭声	喀哒声
卡搭作响	喀嗒作响
卡嗒声	喀哒声
卡秋莎	喀秋莎
卡萨布兰加	卡萨布兰卡
开城布公	开诚布公
开大辟地	开天辟地
开档裤	开裆裤
开放商	开发商
开户帐号	开户账号
开华结果	开花结果
开郎	开朗
开门楫盗	开门揖盗
开门捐盗	开门揖盗
开劈者	开辟者
开消	开销
开沅节流	开源节流
开源截流	开源节流
开帐	开账
恺撒	凯撒
欬唾成珠	咳唾成珠
刊误表	勘误表
堪查	勘查
堪察	勘察
堪验	勘验
坎尔井	坎儿井
坎培拉	堪培拉
砍大山	侃大山
埳井之蛙	坎井之蛙
看碧成硃	看碧成朱
看来好象	看来好像
看起来很象	看起来很像
看起来象	看起来像
看硃成碧	看朱成碧
看做	看作
矙瑕伺隙	瞰瑕伺隙
康乃狄克州	康涅狄格州
慷慨给与	慷慨给予
慷慨激扬	慷慨激昂
考夫卡	卡夫卡
考古家	考古学家
靠著地	靠着地
坷拉	坷垃
柯林伍德	科林伍德
柯罗拉多	科罗拉多
柯罗拉多州	科罗拉多州
柯萨科夫	科萨科夫
珂王罗版	珂罗版
科技日技	科技日报
科学子析	科学分析
棵粒	颗粒
棵粒归仓	颗粒归仓
磕睡	瞌睡
髁导斜度	髁道斜度
可操胜卷	可操胜券
可穿著	可穿着
可等不急了	可等不及了
可观规律	客观规律
可观上	客观上
可见一般	可见一斑
可滤过的	可过滤的
可仑坡	科伦坡
可伦坡	科伦坡
可然性	可燃性
可想象的	可想像的
可以想象	可以想像
可做篮本	可做蓝本
渴睡	瞌睡
克丁克卯	可丁可卯
克尽夫道	克尽妇道
克苦	刻苦
克苦耐劳	刻苦耐劳
克拉马依	克拉玛依
克来德曼	克莱德曼
克里姆林	克里姆林宫
克罗蒂亚	克罗地亚
克守不渝	恪守不渝
克已奉公	克己奉公
刻苦磨炼	刻苦磨练
刻期	克期
刻日	克日
刻丝	缂丝
剋己奉公	克己奉公
剋期	克期
客隆	克隆
客隆羊	克隆羊
嗑睡	瞌睡
肯得基	肯德基
肯切	恳切
垦复	垦覆
恳綮	肯綮
吭害	坑害
吭害好人	坑害好人
吭人	坑人
坑坑凹凹	坑坑洼洼
空濛	空蒙
空蒙雨夜	空濛雨夜
空前绝後	空前绝后
孔席不适	孔席不周
孔席不㈣	孔席不适
恐布	恐怖
恐怖份子	恐怖分子
恐後争先	恐后争先
恐愒	恐吓
恐前	空前
恐前绝后	空前绝后
控拆	控诉
口齿怜俐	口齿伶俐
口腹蜜剑	口蜜腹剑
口干舌躁	口干舌燥
口密腹剑	口蜜腹剑
口密腹箭	口蜜腹剑
口乾舌焦	口干舌焦
口乾舌燥	口干舌燥
口偌悬河	口若悬河
口血未乾	口血未干
口喻	口谕
口燥脣乾	口燥唇干
叩人心弦	扣人心弦
扣板机	扣扳机
扣盘扪籥	扣盘扪龠
扣槃扪籥	扣盘扪龠
扣槃扪烛	扣盘扪烛
扣人心悬	扣人心弦
扣屎盔子	扣屎盆子
釦起来	扣起来
釦上来	扣上来
釦上去	扣上去
釦下来	扣下来
釦下去	扣下去
枯骨之馀	枯骨之余
枯树生华	枯树生花
枯朽之馀	枯朽之余
苦过黄莲	苦过黄连
苦海无边回头是岸	苦海无边，回头是岸
苦思瞑想	苦思冥想
苦心孤旨	苦心孤诣
裤档	裤裆
夸大其辞	夸大其词
夸夸奇谈	夸夸其谈
跨掉	垮掉
跨下之辱	胯下之辱
快快不乐	快快乐乐
快言历色	快言厉色
宽敞了亮	宽敞明亮
宽洪大度	宽宏大度
宽洪大量	宽宏大量
宽洪海量	宽宏海量
宽恕赎	宽恕
狂朋恠友	狂朋怪友
狂燥	狂躁
旷若发矇	旷若发蒙
矿茂	矿藏
矿物局	矿务局
葵瓜子	葵花籽
葵花子	葵花籽
殨脓	溃脓
崑崙	昆仑
菎麻	蓖麻
壸浆箪食	壶浆箪食
困兽尤斗	困兽犹斗
括不知耻	恬不知耻
阔老	阔佬
垃圾桶	垃圾筒
拉抵价格	拉低价格
拉丁美州	拉丁美洲
拉圾箱	垃圾箱
拉据战	拉锯战
拉拉不下脸	拉不下脸
拉拉蛄	蝲蝲蛄
拉托维亚	拉脱维亚
拉帐	拉账
啦呱儿	拉呱儿
啦啦队长	拉拉队长
啦啦队员	拉拉队员
喇喇蛄	蝲蝲蛄
剌剌不休	刺刺不休
腊鼓频传	腊鼓频催
腊黄	蜡黄
蜡梅	腊梅
蜡梅盛开	腊梅盛开
蜡象	蜡像
辣呼呼	辣乎乎
辣手难办	棘手难办
鬎鬁	瘌痢
来福抢	来福枪
来龙去脉搏	来龙去脉
来士敬悉	来函敬悉
来者不善善者不来	来者不善，善者不来
来作	来做
莱因河	莱茵河
赖索托	莱索托
赖索托王国	莱索托王国
赖帐	赖账
癞痢	瘌痢
兰宝石	蓝宝石
兰领工人	蓝领工人
兰球	篮球
兰球比赛	篮球比赛
兰天白云	蓝天白云
兰天野	蓝天野
兰田美玉	蓝田美玉
兰熏桂馥	兰薰桂馥
拦干	栏杆
栏干	栏杆
蓝缕	褴褛
蓝球	篮球
蓝球比赛	篮球比赛
蓝球队	篮球队
蓝球健将	篮球健将
篮本	蓝本
篮队	蓝队
烂调	滥调
烂缕	褴褛
烂褛	褴褛
烂缦	烂漫
烂熳	烂漫
烂熳天真	烂漫天真
烂言	谰言
烂竽充数	滥竽充数
烂帐	烂账
滥等充数	滥竽充数
滥言	谰言
滥芋充数	滥竽充数
郎当	锒铛
狼飡虎食	狼餐虎食
狼飡虎咽	狼餐虎咽
狼蟲虎豹	狼虫虎豹
狼顾麕惊	狼顾麇惊
狼籍	狼藉
狼前虎後	狼前虎后
狼头	榔头
莨菪硷	莨菪碱
嫏嬛	琅嬛
琅璫入狱	锒铛入狱
稂秀	稂莠
鎯头	榔头
朗朗上口	琅琅上口
浪废	浪费
浪废金钱	浪费金钱
浪花滚	浪花滚滚
浪酒閒茶	浪酒闲茶
劳动锻练	劳动锻炼
劳働	劳动
劳帅动众	劳师动众
牢什子	劳什子
老成炼达	老成练达
老搭当	老搭档
老搭挡	老搭档
老而好学，如炳烛之明	老而好学，如秉烛之明
老虎的屁股摸不得	老虎屁股摸不得
老虎箝	老虎钳
老黄历	老皇历
老骥伏力	老骥伏枥
老奸巨滑	老奸巨猾
老奸具滑	老奸巨猾
老奸具猾	老奸巨猾
老奸俱滑	老奸巨猾
老奸俱猾	老奸巨猾
老趼	老茧
老老	姥姥
老俩口	老两口
老马识图	老马识途
老少爷	老少爷们
老生长谈	老生常谈
老声常谈	老生常谈
老实巴脚	老实巴交
老死不相来往	老死不相往来
老态龙锺	老态龙钟
老天拨地	老天拔地
老吾老以及人之老幼吾幼以及人之幼	老吾老以及人之老，幼吾幼以及人之幼
老鸭陈	老鸦陈
老约翰施特劳斯	老约翰·施特劳斯
老帐	老账
涝漕	醪糟
乐不可知	乐不可支
乐此不彼	乐此不疲
乐和和	乐呵呵
乐孜孜	乐滋滋
雷力风行	雷厉风行
雷历风行	雷厉风行
雷励风行	雷厉风行
雷射	镭射
雷庭万钧	雷霆万钧
雷呜	雷鸣
垒卵之危	累卵之危
磊落跌荡	磊落跌宕
儽儽	累累
泪眼蒙眬	泪眼朦胧
累塊积苏	累块积苏
累坠	累赘
楞头楞脑	愣头愣脑
楞在那里	愣在那里
冷颤	冷战
冷茂	冷藏
冷寞	冷漠
冷偌冰霜	冷若冰霜
冷谈	冷淡
离和	离合
离奸	离间
离经畔道	离经叛道
离蔬释蹻	离蔬释屩
离乡背景	离乡背井
黎黑	黧黑
蠡酌管闚	蠡酌管窥
礼上往来	礼尚往来
礼所当然	理所当然
礼贤下上	礼贤下士
李宝田	李保田
里勾外连	里勾外联
里姆斯基柯萨科夫	里姆斯基科萨科夫
哩哩罗罗	哩哩啰啰
理查得	理查德
理曲词穷	理屈词穷
醴泉	礼泉
力诫空谈	力戒空谈
历兵秣马	厉兵秣马
历兵粟马	厉兵粟马
历害	厉害
历精更始	励精更始
历精图治	励精图治
历精为治	励精为治
历马秣兵	厉马秣兵
历史纪录	历史记录
历行节约	厉行节约
厉兵株马	厉兵秣马
厉害得失	利害得失
厉害攸关	利害攸关
厉精图治	励精图治
立案侦察	立案侦查
立杆见影	立竿见影
立功援奖	立功授奖
立普斯	里普斯
立帐	立账
利果利民	利国利民
利害悠关	利害攸关
利令志惛	利令智昏
利玛窦	利马窦
利庭扫穴	犁庭扫穴
利雅得	利雅德
利欲薰心	利欲熏心
励粗图治	励精图治
励精图冶	励精图治
励精图志	励精图治
励行节约	厉行节约
沥沥拉拉	哩哩啦啦
俐亮	利亮
俐索	利索
砾金流石	铄金流石
詈夷为跖	詈夷为蹠
连鼇跨鲸	连鳌跨鲸
连邦	联邦
连二併三	连二并三
连二趕三	连二赶三
连关性	连贯性
连合纤维	联合纤维
连结	联结
连结保险	联结保险
连结关系	联结关系
连结环	联结环
连结起来	联结起来
连结物	联结物
连结线	联结线
连结者	联结者
连络	联络
连络官	联络官
连络站	联络站
连袂	联袂
连绵词	联绵词
连绵字	联绵字
连篇絫牍	连篇累牍
连篇絫幅	连篇累幅
连翩	联翩
连系	联系
连想到	联想到
连枝共塚	连枝共冢
连鬃胡子	连鬓胡子
怜悧	伶俐
怜牙悧齿	伶牙俐齿
涟猗	涟漪
梿枷	连枷
联成一片	连成一片
联贯	连贯
联贯性	连贯性
联接	连接
联接关系	连接关系
联接器	连接器
联结词	连接词
联结线	连接线
联绵	连绵
联绵不断	连绵不断
联篇累椟	连篇累牍
联篇累牍	连篇累牍
联锁店	连锁店
联属	连属
联缀	连缀
亷政	廉政
敛後疏前	敛后疏前
脸宠红润	脸庞红润
练习薄	练习簿
娈生儿	孪生儿
链钢	炼钢
链金术	炼金术
良晨美景	良辰美景
良唇吉日	良辰吉日
良霄	良宵
良心未抿	良心未泯
良秀不齐	良莠不齐
良药苦口利于病忠言逆耳利于行	良药苦口利于病，忠言逆耳利于行
良药苦门	良药苦口
凉并并	凉冰冰
凉台凉台	凉台
踉伧	踉跄
踉呛	踉跄
踉蹡	踉跄
两败具伤	两败俱伤
两虎相斗必有一伤	两虎相斗，必有一伤
两极分	两极分化
两轻	两清
两情遣眷	两情缱绻
两相悄愿	两相情愿
两相情原	两相情愿
两相情愿	两厢情愿
两袖轻风	两袖清风
两着儿	两招儿
两鬃斑白	两鬓斑白
两鬃布满	两鬓布满
两鬃内陷	两鬓内陷
兩偪	两逼
量材录用	量才录用
量人为出	量入为出
量身度做	量身定做
聊胜於无	聊胜于无
寥廖无儿	寥寥无几
寥若辰星	寥若晨星
寥若星晨	寥若晨星
寥偌晨星	寥若晨星
廖廖	寥寥
廖廖无儿	寥寥无几
廖廖无几	寥寥无几
廖落	寥落
廖落晨星	寥落晨星
嘹喨	嘹亮
嘹望员	瞭望员
撩拔	撩拨
撩乱	缭乱
撩云拔雨	撩云拨雨
了草	潦草
了了草草	潦潦草草
了望	瞭望
了望塔	瞭望塔
了望台	瞭望台
了望远方	瞭望远方
了帐	了账
尥铞儿	钌铞儿
料简	料筒
列出题纲	列出提纲
列鼎重裀	列鼎重茵
列好题纲	列好提纲
列甯格勒	列宁格勒
列女传	烈女传
列支敦斯登	列支敦士登
烈火乾柴	烈火干柴
烈士暮年壮心不已	烈士暮年，壮心不已
烈士徇名	烈士殉名
裂冠毁冕拔本塞源	裂冠毁冕，拔本塞源
邻里不合	邻里不和
林荫蔽天	林阴蔽天
林荫道	林阴道
林荫小路	林阴小路
临兵斗者皆阵列在前	临兵斗者，皆阵列在前
临床试验	临床实验
临摩	临摹
临颖县	临颍县
临阵磨枪不快也亮	临阵磨枪，不快也亮
淋漓尽至	淋漓尽致
琳瑯满目	琳琅满目
痳痹	麻痹
痳风	麻风
痳疹	麻疹
燐灰石	磷灰石
磷灰石糖	磷灰石
鳞次节比	鳞次栉比
鳞角	麟角
麟次栉比	鳞次栉比
麟角凤觜	麟角凤嘴
膦酸酯	磷酸酯
伶利	伶俐
伶牙利齿	伶牙俐齿
灵牙利齿	伶牙俐齿
囹圉	囹圄
陵轹	凌轹
陵弱暴寡	凌弱暴寡
陵夷	凌夷
零丁	伶仃
零丁孤苦	伶仃孤苦
领里乡党	邻里乡党
令嫒	令爱
令人恐布	令人恐怖
令人绚目	令人炫目
令人做呕	令人作呕
另类想象	另类想像
另作打算	另做打算
呤诗作赋	吟诗作赋
溜哒	溜达
溜跶	溜达
溜弹	榴弹
溜狗	遛狗
溜腿	遛腿
溜腿儿	遛腿儿
溜弯	遛弯
溜弯儿	遛弯儿
溜早	遛早
溜早儿	遛早儿
刘伯成	刘伯承
刘佩琪	刘佩琦
流宕忘反	流宕忘返
流芳後世	流芳后世
流风馀俗	流风余俗
流风馀韵	流风余韵
流光溢采	流光溢彩
流金砾石	流金铄石
流览	浏览
流览一遍	浏览一遍
流连忘反	流连忘返
流水不腐户枢不蠹	流水不腐，户枢不蠹
流水不腐卢枢不蠹	流水不腐，户枢不蠹
流水帐	流水账
流通两	流通量
流星趕月	流星赶月
流言飞语	流言蜚语
流言非语	流言蜚语
留党查看	留党察看
留得青山在不愁没柴烧	留得青山在，不愁没柴烧
留得青山在不怕没柴烧	留得青山在，不怕没柴烧
留芳百世	流芳百世
留芳后世	流芳后世
留连	流连
留连不舍	流连不舍
留连忘返	流连忘返
留恋往返	流连忘返
留恋忘返	流连忘返
留尼旺岛	留尼汪岛
留校查看	留校察看
留言薄	留言簿
留有馀地	留有余地
遛达	溜达
榴散弹	榴霰弹
柳棉	柳绵
柳哨	柳梢
柳树上着刀桑树上出血	柳树上着刀，桑树上出血
六尺之讬	六尺之托
六根清静	六根清净
磟碡	碌碡
蹓跶	溜达
蹓弯儿	遛弯儿
蹓早儿	遛早儿
咯噔碑	格登碑
咯噔山	格登山
龙床快婿	东床快婿
龙飞凤午	龙飞凤舞
龙凤呈详	龙凤呈祥
龙拏虎攫	龙拿虎攫
龙拏虎跳	龙拿虎跳
龙拏虎掷	龙拿虎掷
龙盘虎据	龙盘虎踞
龙盘虎拏	龙盘虎拿
龙蟠虎踞	龙盘虎踞
龙腾虎越	龙腾虎跃
儱侗	笼统
偻儸	喽啰
